playerId,playerName,LA_RAPM,LA_RAPM_Rank,LA_RAPM__Def,LA_RAPM__Def_Rank,LA_RAPM__Off,LA_RAPM__Off_Rank,RA_EFG,RA_EFG_Rank,RA_EFG__Def,RA_EFG__Def_Rank,RA_EFG__Off,RA_EFG__Off_Rank,RA_FTR,RA_FTR_Rank,RA_FTR__Def,RA_FTR__Def_Rank,RA_FTR__Off,RA_FTR__Off_Rank,RA_ORBD,RA_ORBD_Rank,RA_ORBD__Def,RA_ORBD__Def_Rank,RA_ORBD__Off,RA_ORBD__Off_Rank,RA_TOV,RA_TOV_Rank,RA_TOV__Def,RA_TOV__Def_Rank,RA_TOV__Off,RA_TOV__Off_Rank,RAPM,RAPM_Rank,RAPM__Def,RAPM__Def_Rank,RAPM__Off,RAPM__Off_Rank,season,teamId,teamName,primaryKey,playerRole
1630169,"Tyrese Haliburton",-0.54,484,-0.85,572,0.3,136,-0.32,465,-0.53,562,0.21,139,-0.25,452,0.25,141,-0.49,548,-0.96,532,-1.23,602,0.27,169,-0.25,475,0.02,259,-0.27,526,-1.11,528,-1.08,570,-0.03,288,"2021-22",1610612758,"SAC","1630169_2021-22","No Role Available"
1630170,"Devin Vassell",0.51,133,0.74,47,-0.23,426,-0.14,378,-0.24,472,0.1,191,-0.05,351,0.19,165,-0.23,457,-0.9,526,-0.48,515,-0.42,462,0.48,66,0.26,107,0.21,110,0.43,164,0.01,282,0.43,146,"2021-22",1610612759,"SAS","1630170_2021-22","No Role Available"
1630171,"Isaac Okoro",0.79,85,0.29,146,0.5,103,0.23,163,-0.15,436,0.38,86,0.02,284,-0.07,354,0.09,214,1.54,31,0.89,27,0.65,81,-0.04,330,-0.06,360,0.02,264,0.75,121,-0.03,301,0.78,92,"2021-22",1610612739,"CLE","1630171_2021-22","No Role Available"
1630172,"Patrick Williams",-0.3,415,-0.27,457,-0.03,303,-0.54,523,-0.21,468,-0.32,506,0.56,62,0.23,143,0.33,105,-0.1,336,0.1,223,-0.19,405,0.12,203,-0.02,312,0.13,160,-0.58,460,-0.28,438,-0.31,416,"2021-22",1610612741,"CHI","1630172_2021-22","No Role Available"
1630177,"Theo Maledon",-1.18,566,-0.25,451,-0.94,569,-0.95,578,-0.42,539,-0.52,554,0.19,175,0.45,69,-0.26,470,-1.52,593,-0.49,517,-1.03,576,-0.44,534,-0.33,527,-0.11,411,-2.25,590,-0.91,556,-1.35,582,"2021-22",1610612760,"OKC","1630177_2021-22","No Role Available"
1630178,"Tyrese Maxey",-0.58,495,-0.84,570,0.26,143,0.02,255,0.03,252,0.01,280,0.45,93,-0.05,345,0.51,59,-1,534,0.28,140,-1.28,591,0.39,87,-0.5,570,0.89,2,0.57,139,-0.11,356,0.68,102,"2021-22",1610612755,"PHI","1630178_2021-22","No Role Available"
1630183,"Jaden McDaniels",0.31,169,0.62,64,-0.31,457,-0.56,530,0.17,156,-0.73,588,0.31,140,0.06,232,0.25,132,-0.8,511,-0.45,509,-0.35,442,0.17,180,0.27,104,-0.1,406,-0.77,496,0.29,159,-1.06,557,"2021-22",1610612750,"MIN","1630183_2021-22","No Role Available"
203476,"Gorgui Dieng",-0.76,530,-0.19,426,-0.57,514,-0.61,543,-0.21,467,-0.4,539,0.29,144,0.37,94,-0.08,365,0.44,144,0.36,117,0.08,241,-0.45,539,-0.31,518,-0.14,437,-0.86,506,-0.29,442,-0.57,493,"2021-22",1610612737,"ATL","203476_2021-22","No Role Available"
1629029,"Luka Doncic",-0.17,377,-0.62,538,0.45,112,0.96,32,0.11,189,0.85,19,0.81,29,0.08,216,0.73,22,-0.75,502,-0.24,435,-0.51,494,-0.58,568,-0.33,530,-0.24,508,0.76,120,-0.14,383,0.91,74,"2021-22",1610612742,"DAL","1629029_2021-22","No Role Available"
1629033,"Theo Pinson",-0.4,451,-0.22,435,-0.18,402,-0.21,413,0.09,206,-0.3,495,-0.25,453,-0.24,468,0.01,315,-0.18,367,0.35,118,-0.53,498,0.06,234,0.01,287,0.06,208,-0.43,429,0.06,233,-0.5,471,"2021-22",1610612742,"DAL","1629033_2021-22","No Role Available"
1629056,"Terence Davis",1.16,46,0.47,94,0.69,76,0.66,61,0.46,63,0.21,140,-0.23,444,-0.35,510,0.12,196,0.23,197,0.31,128,-0.08,345,0.44,74,-0.13,425,0.56,23,1.11,91,0.32,150,0.79,89,"2021-22",1610612758,"SAC","1629056_2021-22","No Role Available"
1630205,"Lamar Stevens",-0.3,416,0.19,188,-0.49,500,-0.31,461,-0.33,510,0.02,252,0.03,277,-0.25,476,0.28,118,-0.59,472,-0.03,328,-0.56,501,-0.09,374,-0.23,486,0.14,145,-0.66,476,-0.67,519,0.01,256,"2021-22",1610612739,"CLE","1630205_2021-22","No Role Available"
1630206,"Jay Scrubb",0.07,241,0.09,237,-0.03,300,0.13,201,0.11,185,0.01,256,0.03,273,-0.14,411,0.17,165,-0.26,397,-0.05,343,-0.2,412,0.23,143,0.27,102,-0.04,337,0.22,200,0.3,153,-0.08,316,"2021-22",1610612746,"LAC","1630206_2021-22","No Role Available"
1630207,"Nate Hinton",0.1,227,0.06,255,0.04,234,0.03,251,0.01,272,0.01,255,0.01,314,0.01,302,0.01,294,0.08,251,0.01,295,0.07,258,0.04,248,0.04,231,0.01,304,0.1,227,0.05,245,0.05,236,"2021-22",1610612754,"IND","1630207_2021-22","No Role Available"
203500,"Steven Adams",1.38,33,0.25,165,1.13,34,0.43,118,-0.08,383,0.5,63,0.99,16,0.85,16,0.14,183,4.2,1,0.79,39,3.41,1,-0.68,583,-0.65,595,-0.03,328,1.66,45,-0.19,404,1.85,16,"2021-22",1610612763,"MEM","203500_2021-22","No Role Available"
203501,"Tim Hardaway Jr.",0.01,290,0.24,166,-0.25,435,-0.23,419,0.13,174,-0.36,524,-0.35,485,0.02,272,-0.37,511,-1.24,565,0.12,212,-1.35,595,0.87,12,0.21,125,0.66,13,-0.16,343,0.54,113,-0.7,518,"2021-22",1610612742,"DAL","203501_2021-22","No Role Available"
203503,"Tony Snell",-0.2,389,-0.08,375,-0.12,375,-0.63,547,-0.41,537,-0.22,463,-0.58,541,-0.24,466,-0.35,503,-0.79,510,0.11,216,-0.9,558,-0.14,405,-0.08,381,-0.06,366,-1.61,573,-0.75,537,-0.86,539,"2021-22",1610612757,"POR","203503_2021-22","No Role Available"
1630208,"Nick Richards",-0.21,391,0.29,147,-0.5,502,-0.57,533,-0.4,534,-0.17,436,0.38,120,0.31,115,0.07,231,0.14,226,0.06,255,0.08,244,-0.39,515,0.02,261,-0.4,569,-1.19,537,-0.47,480,-0.72,523,"2021-22",1610612766,"CHA","1630208_2021-22","No Role Available"
1630209,"Omer Yurtseven",0.37,154,0.3,141,0.08,214,0.24,161,-0.05,361,0.29,111,0.33,136,0.27,130,0.06,236,1.12,54,0.15,196,0.97,43,0.02,269,0.16,147,-0.15,442,0.49,155,0.01,286,0.5,132,"2021-22",1610612748,"MIA","1630209_2021-22","No Role Available"
1627853,"Ryan Arcidiacono",-0.34,431,-0.03,333,-0.31,455,-0.07,334,0.01,276,-0.08,365,-0.13,393,0.03,255,-0.16,417,0.34,167,0.54,73,-0.2,407,-0.12,395,0.01,289,-0.12,418,-0.22,365,0.1,215,-0.32,418,"2021-22",1610612752,"NYK","1627853_2021-22","No Role Available"
1628402,"Frank Jackson",-0.57,493,-0.1,386,-0.47,496,-1.05,585,-0.32,504,-0.74,590,-0.11,381,-0.26,478,0.15,178,-1.12,551,-0.41,501,-0.71,532,0.23,141,0.23,119,0.01,288,-1.24,545,-0.27,435,-0.97,553,"2021-22",1610612765,"DET","1628402_2021-22","No Role Available"
1628418,"Thomas Bryant",-0.32,424,0.08,243,-0.4,486,-0.2,407,0.07,220,-0.27,486,-0.02,323,0.68,33,-0.7,582,-0.52,456,0.23,158,-0.76,536,-0.2,448,-0.14,438,-0.06,368,-0.56,457,0.15,199,-0.71,520,"2021-22",1610612764,"WAS","1628418_2021-22","No Role Available"
1628427,"Vlatko Cancar",0.17,204,0.32,132,-0.16,395,0.01,263,0.01,308,0.03,243,0.06,246,0.04,243,0.02,284,-0.14,356,0.02,284,-0.16,390,0.33,102,0.36,72,-0.02,321,0.09,230,0.21,170,-0.13,342,"2021-22",1610612743,"DEN","1628427_2021-22","No Role Available"
1628467,"Maxi Kleber",0.78,89,0.68,55,0.09,205,0.76,51,0.85,11,-0.09,369,-0.75,563,-0.25,470,-0.5,550,-0.52,455,0.21,170,-0.73,534,-0.12,392,-0.19,468,0.07,200,0.62,132,0.97,56,-0.34,420,"2021-22",1610612742,"DAL","1628467_2021-22","No Role Available"
1628470,"Torrey Craig",-1.05,555,-0.51,517,-0.54,509,-0.46,504,-0.13,418,-0.34,517,-1.05,592,-1.19,602,0.13,186,0.11,238,-0.31,468,0.42,118,-0.6,573,-0.56,583,-0.04,344,-1.33,554,-0.86,555,-0.47,464,"2021-22",1610612754,"IND","1628470_2021-22","No Role Available"
1628778,"Paul Watson",-0.48,471,-0.42,501,-0.06,327,-0.37,489,-0.18,454,-0.2,447,-0.21,437,-0.1,383,-0.1,378,-0.39,431,-0.35,481,-0.05,331,-0.05,343,-0.09,385,0.04,245,-0.63,471,-0.36,454,-0.26,403,"2021-22",1610612760,"OKC","1628778_2021-22","No Role Available"
1628960,"Grayson Allen",0.69,106,0.58,73,0.11,197,0.32,142,0.37,84,-0.06,345,0.13,204,0.69,29,-0.56,564,-0.58,469,0.25,150,-0.83,547,0.31,111,0.05,225,0.25,91,0.92,103,1.1,42,-0.18,375,"2021-22",1610612749,"MIL","1628960_2021-22","No Role Available"
1630216,"Cassius Winston",0.04,253,0.04,269,0.01,262,0.01,285,0.01,291,0.01,278,-0.03,335,-0.1,378,0.06,233,0.05,259,0.07,239,-0.02,308,-0.08,363,-0.07,372,0.01,306,-0.08,314,-0.05,319,-0.02,285,"2021-22",1610612764,"WAS","1630216_2021-22","No Role Available"
1630217,"Desmond Bane",1.4,31,0.51,86,0.88,56,0.66,62,0.41,74,0.26,120,0.46,92,0.28,125,0.18,162,1.07,59,0.06,248,1.01,40,0.27,126,-0.04,336,0.3,75,2.23,19,0.8,77,1.43,30,"2021-22",1610612763,"MEM","1630217_2021-22","No Role Available"
1630218,"Robert Woodard II",0.05,249,0.11,228,-0.06,325,-0.05,320,0.03,257,-0.08,358,0.17,187,0.04,245,0.12,194,0.58,124,0.09,225,0.49,104,0.08,221,0.01,267,0.06,204,0.17,208,0.1,214,0.07,229,"2021-22",1610612758,"SAC","1630218_2021-22","No Role Available"
1630219,"Skylar Mays",-0.62,507,-0.48,513,-0.14,385,-0.26,437,-0.18,455,-0.08,363,-0.06,353,0.1,201,-0.16,416,-0.48,448,-0.33,476,-0.15,383,-0.14,411,-0.34,536,0.2,114,-0.67,478,-0.62,512,-0.05,302,"2021-22",1610612737,"ATL","1630219_2021-22","No Role Available"
1628962,"Udoka Azubuike",-0.07,332,-0.02,325,-0.05,318,0.18,183,0.26,119,-0.08,360,-0.46,514,-0.12,397,-0.34,499,-0.11,342,0.23,160,-0.34,440,-0.2,446,-0.19,466,0.01,307,-0.03,281,0.2,176,-0.22,391,"2021-22",1610612762,"UTA","1628962_2021-22","No Role Available"
1628963,"Marvin Bagley III",-0.3,417,-0.45,508,0.15,178,-0.27,441,0.01,294,-0.27,484,0.08,231,-0.19,444,0.27,119,1.3,40,0.29,133,1,42,-0.37,511,-0.59,591,0.22,108,-0.67,479,-0.56,495,-0.11,339,"2021-22",1610612758,"SAC","1628963_2021-22","No Role Available"
1629002,"Chimezie Metu",-0.59,499,0.52,83,-1.11,585,0.04,245,-0.07,374,0.11,181,0.49,84,1.04,6,-0.54,560,-1.42,586,-0.11,373,-1.31,592,-0.41,525,0.18,135,-0.59,596,-0.6,461,-0.03,303,-0.57,490,"2021-22",1610612758,"SAC","1629002_2021-22","No Role Available"
1629021,"Moritz Wagner",-0.69,516,-0.88,575,0.18,167,0.02,254,-0.34,513,0.37,92,0.06,251,-0.19,440,0.24,135,-1.14,554,0.28,144,-1.41,597,0.06,233,-0.26,499,0.32,71,-0.17,348,-0.72,531,0.55,128,"2021-22",1610612753,"ORL","1629021_2021-22","No Role Available"
1629022,"Lonnie Walker IV",-1.12,562,-0.95,580,-0.16,400,-0.3,451,-0.33,512,0.04,231,0.04,260,0.14,181,-0.1,376,-1.82,598,-0.88,586,-0.95,567,0.12,201,-0.21,474,0.33,68,-1.03,521,-0.94,558,-0.09,319,"2021-22",1610612759,"SAS","1629022_2021-22","No Role Available"
1629023,"P.J. Washington",0.69,110,-0.07,365,0.76,70,0.59,84,-0.35,517,0.94,14,0.65,46,0.4,84,0.25,133,-0.13,355,-0.29,457,0.15,211,0.6,42,0.27,101,0.33,66,1.59,51,-0.27,436,1.86,15,"2021-22",1610612766,"CHA","1629023_2021-22","No Role Available"
1629026,"Kenrich Williams",0.88,71,1.22,7,-0.34,468,0.48,103,0.96,6,-0.48,547,0.15,192,0.1,203,0.05,250,0.98,70,0.2,175,0.79,60,0.54,52,0.44,52,0.1,176,1.6,49,2.23,2,-0.63,505,"2021-22",1610612760,"OKC","1629026_2021-22","No Role Available"
1629027,"Trae Young",0.99,59,-0.85,571,1.83,4,0.1,208,-0.73,592,0.83,21,0.67,43,0.22,150,0.44,80,-0.7,493,-0.51,523,-0.18,401,0.7,29,-0.05,354,0.76,5,1.05,97,-1.3,584,2.35,3,"2021-22",1610612737,"ATL","1629027_2021-22","No Role Available"
1629605,"Tacko Fall",0.22,187,0.16,211,0.06,219,0.05,236,0.01,270,0.03,232,-0.03,331,-0.07,359,0.04,256,0.15,219,0.13,207,0.02,281,0.05,242,0.02,254,0.02,257,0.05,243,0.04,248,0.01,254,"2021-22",1610612739,"CLE","1629605_2021-22","No Role Available"
1629610,"DaQuan Jeffries",0.01,274,-0.02,319,0.03,243,-0.04,309,-0.03,330,0.01,286,0.01,292,0.05,241,-0.04,333,0.11,240,0.13,211,-0.02,315,0.01,298,-0.04,341,0.03,249,-0.02,280,-0.02,299,0.01,260,"2021-22",1610612763,"MEM","1629610_2021-22","No Role Available"
1629611,"Terance Mann",0.61,117,0.51,87,0.1,201,0.97,30,0.7,24,0.27,117,0.2,174,0.67,36,-0.48,540,-0.71,495,-0.56,533,-0.15,382,0.39,85,-0.05,350,0.43,49,1.38,67,1.06,46,0.32,172,"2021-22",1610612746,"LAC","1629611_2021-22","No Role Available"
1630222,"Mason Jones",-0.02,300,0.02,278,-0.04,315,0.12,205,0.15,164,-0.03,316,0.1,223,-0.19,442,0.29,116,0.21,201,0.39,109,-0.17,395,-0.03,325,-0.1,402,0.07,197,0.27,190,0.22,168,0.05,234,"2021-22",1610612747,"LAL","1630222_2021-22","No Role Available"
1630238,"Malik Fitts",-0.41,455,-0.22,439,-0.19,407,0.09,214,0.11,188,-0.02,297,-0.49,522,-0.21,453,-0.28,478,-0.27,400,0.12,213,-0.39,451,-0.27,480,-0.19,467,-0.08,385,-0.26,376,-0.06,322,-0.2,381,"2021-22",1610612762,"UTA","1630238_2021-22","No Role Available"
1630240,"Saben Lee",-0.33,427,-0.76,560,0.43,114,-0.81,568,-0.25,479,-0.56,563,0.89,19,0.09,210,0.8,17,-0.66,488,-0.61,545,-0.05,333,0.33,104,0.06,213,0.27,82,-0.6,463,-0.36,455,-0.24,397,"2021-22",1610612765,"DET","1630240_2021-22","No Role Available"
1630565,"Aaron Henry",-0.07,329,0.01,306,-0.06,335,-0.12,358,-0.02,322,-0.1,382,-0.17,415,-0.1,381,-0.07,358,-0.2,380,-0.25,440,0.05,265,0.01,275,0.03,247,-0.02,319,-0.29,382,-0.12,370,-0.17,364,"2021-22",1610612755,"PHI","1630565_2021-22","No Role Available"
1630595,"Cade Cunningham",-0.42,458,-0.07,360,-0.35,471,0.33,140,0.11,191,0.22,136,-0.99,587,-0.7,583,-0.3,485,-0.12,347,-0.05,337,-0.07,340,-0.47,545,-0.06,365,-0.4,568,0.01,261,-0.17,397,0.19,197,"2021-22",1610612765,"DET","1630595_2021-22","No Role Available"
1630606,"Javonte Smart",-0.56,487,-0.12,397,-0.44,494,-0.4,498,-0.11,412,-0.29,489,-0.11,380,0.03,258,-0.14,405,0.59,122,0.28,143,0.31,153,0.01,296,-0.08,380,0.07,199,-0.63,472,-0.23,423,-0.4,446,"2021-22",1610612749,"MIL","1630606_2021-22","No Role Available"
1630610,"DeJon Jarreau",0.01,294,0.01,318,0.01,263,0.01,282,0.01,300,0.01,272,0.03,269,0.01,280,0.03,274,0.01,281.5,0.01,303,0.01,288.5,0.01,285,0.01,290,0.01,286,-0.02,274,0.01,293,0.01,262,"2021-22",1610612754,"IND","1630610_2021-22","No Role Available"
1630613,"Duane Washington Jr.",-0.42,457,-0.56,524,0.14,187,-0.36,480,-0.66,581,0.3,106,0.25,153,-0.18,434,0.43,82,-0.78,507,-0.65,557,-0.13,377,-0.65,580,-0.31,521,-0.33,549,-1.39,558,-1.55,600,0.16,202,"2021-22",1610612754,"IND","1630613_2021-22","No Role Available"
1629083,"Arnoldas Kulboka",-0.15,374,-0.1,383,-0.05,322,-0.07,335,-0.02,310,-0.06,343,-0.08,369,-0.03,317,-0.05,343,-0.09,333,-0.07,355,-0.02,316,-0.06,350,-0.04,345,0.01,311,-0.2,360,-0.09,349,-0.11,337,"2021-22",1610612766,"CHA","1629083_2021-22","No Role Available"
1629111,"Jock Landale",-0.11,354,-0.11,392,0.01,278,-0.06,327,0.1,196,-0.17,434,0.09,228,0.01,295,0.1,206,0.46,143,-0.28,455,0.74,66,-0.17,429,-0.14,446,-0.03,331,-0.14,338,-0.19,405,0.05,237,"2021-22",1610612759,"SAS","1629111_2021-22","No Role Available"
1629117,"Wenyen Gabriel",0.06,243,-0.43,502,0.49,105,0.3,148,-0.08,385,0.38,87,0.45,94,0.01,286,0.45,76,0.48,140,-0.17,403,0.65,82,-0.2,447,-0.31,520,0.12,169,0.48,157,-0.4,462,0.88,78,"2021-22",0,"League","1629117_2021-22","No Role Available"
1629663,"Louis King",-0.28,409,-0.19,424,-0.09,352,-0.26,433,-0.07,376,-0.19,445,-0.33,480,-0.23,464,-0.09,372,-0.23,386,-0.19,416,-0.03,322,0.11,206,-0.03,332,0.14,148,-0.41,423,-0.24,427,-0.17,369,"2021-22",1610612758,"SAC","1629663_2021-22","No Role Available"
1629667,"Jalen McDaniels",-0.11,353,0.1,233,-0.21,419,0.43,114,0.38,83,0.05,221,0.24,156,0.17,173,0.08,219,-0.54,461,-0.5,521,-0.03,319,0.33,106,0.11,172,0.22,109,0.68,127,0.37,135,0.31,175,"2021-22",1610612766,"CHA","1629667_2021-22","No Role Available"
1630173,"Precious Achiuwa",0.47,137,0.63,63,-0.16,398,-0.1,349,0.7,22,-0.8,594,0.53,70,0.29,123,0.25,134,1.13,52,-0.26,442,1.39,17,0.1,209,-0.04,338,0.14,151,0.36,173,0.9,64,-0.54,483,"2021-22",1610612761,"TOR","1630173_2021-22","No Role Available"
1630174,"Aaron Nesmith",0.21,190,0.26,162,-0.04,313,0.27,157,0.34,93,-0.07,354,-0.12,384,-0.23,463,0.11,197,0.02,268,0.54,70,-0.52,496,-0.28,485,-0.18,464,-0.1,399,0.08,231,0.33,144,-0.25,400,"2021-22",1610612738,"BOS","1630174_2021-22","No Role Available"
1630624,"Feron Hunt",-0.09,340,0.01,299,-0.09,354,0.01,262,0.05,233,-0.04,322,0.03,270,0.04,246,0.01,311,0.05,260,0.02,288,0.04,274,-0.02,308,0.01,286,-0.02,317,0.01,268,0.11,212,-0.11,332,"2021-22",1610612752,"NYK","1630624_2021-22","No Role Available"
1629600,"Jarron Cumberland",0.11,221,0.04,268,0.07,218,0.01,280,-0.03,328,0.02,247,0.11,218,-0.08,363,0.18,156,0.28,181,0.05,261,0.23,182,0.14,189,0.07,205,0.07,201,0.17,211,0.01,273,0.16,204,"2021-22",1610612757,"POR","1629600_2021-22","No Role Available"
1630175,"Cole Anthony",-0.07,328,0.15,214,-0.22,422,0.05,239,0.27,118,-0.22,461,-0.45,509,0.01,294,-0.44,531,0.26,188,0.04,266,0.22,190,-0.42,528,-0.55,582,0.13,156,-0.43,428,-0.16,393,-0.26,405,"2021-22",1610612753,"ORL","1630175_2021-22","No Role Available"
101139,"CJ Miles",-0.03,303,0.01,314,0.01,285,-0.05,322,-0.05,352,0.01,273,0.01,303,0.01,305,0.02,285,-0.02,289,0.01,303,-0.02,305,-0.03,320,0.01,309,0.01,310,-0.08,318,-0.07,338,0.01,269,"2021-22",1610612738,"BOS","101139_2021-22","No Role Available"
101150,"Lou Williams",-0.17,379,-0.14,404,-0.03,305,-0.34,470,-0.17,446,-0.17,440,-0.14,401,0.35,102,-0.48,542,-0.65,487,-0.19,414,-0.46,475,0.39,83,-0.13,431,0.53,26,-0.37,406,-0.22,417,-0.15,351,"2021-22",1610612737,"ATL","101150_2021-22","No Role Available"
1630631,"Jose Alvarado",2.12,9,0.92,26,1.2,26,0.19,172,0.22,134,-0.02,304,0.17,183,-0.5,553,0.67,32,1.57,30,0.73,41,0.84,53,1.37,3,1.04,2,0.33,69,1.83,34,1.14,37,0.69,101,"2021-22",1610612740,"NOP","1630631_2021-22","No Role Available"
1628964,"Mo Bamba",-1.01,552,0.76,45,-1.78,604,-0.37,487,0.2,143,-0.57,564,-1.15,596,0.31,119,-1.46,605,0.87,84,0.59,60,0.28,162,-1.11,602,-0.56,585,-0.54,588,-1.91,583,-0.08,339,-1.84,601,"2021-22",1610612753,"ORL","1628964_2021-22","No Role Available"
1628969,"Mikal Bridges",1.67,19,0.52,84,1.15,30,1.48,9,0.46,60,1.02,11,0.04,265,0.28,126,-0.24,458,-0.51,454,-0.08,360,-0.43,465,0.81,17,0.31,85,0.49,33,2.79,10,0.86,67,1.93,14,"2021-22",1610612756,"PHX","1628969_2021-22","No Role Available"
1628970,"Miles Bridges",1.01,57,-0.45,507,1.46,13,0.91,34,-0.2,462,1.11,8,-0.14,402,0.2,164,-0.33,495,-0.93,530,-0.66,558,-0.27,425,0.28,120,0.02,258,0.26,85,1.54,55,-0.28,439,1.82,20,"2021-22",1610612766,"CHA","1628970_2021-22","No Role Available"
1629617,"Reggie Perry",-1,551,-0.67,550,-0.33,463,-0.18,397,0.01,273,-0.2,449,-1.06,594,-0.8,594,-0.26,465,-0.88,521,-0.64,556,-0.24,420,0.07,226,-0.02,321,0.09,182,-0.64,473,-0.35,452,-0.29,411,"2021-22",1610612757,"POR","1629617_2021-22","No Role Available"
1629619,"Myles Powell",-0.19,386,-0.12,396,-0.07,341,-0.25,425,-0.18,456,-0.06,349,0.03,271,-0.11,392,0.15,180,-0.1,341,-0.22,425,0.12,221,0.05,238,0.06,216,0.01,303,-0.41,419,-0.35,450,-0.06,309,"2021-22",1610612755,"PHI","1629619_2021-22","No Role Available"
1630637,"Carlik Jones",-0.1,343,-0.03,331,-0.07,337,-0.13,369,-0.04,343,-0.09,373,0.14,195,-0.04,324,0.18,161,-0.18,369,-0.06,350,-0.12,371,-0.05,344,-0.02,325,-0.03,330,-0.26,375,-0.12,368,-0.14,346,"2021-22",1610612742,"DAL","1630637_2021-22","No Role Available"
1630686,"Georgios Kalaitzakis",-1.32,574,-0.67,549,-0.65,533,-0.62,544,-0.36,522,-0.26,480,-0.69,557,-0.43,539,-0.26,469,-0.6,475,-0.4,497,-0.2,410,-0.4,524,-0.22,482,-0.18,467,-1.8,577,-0.92,557,-0.88,542,"2021-22",1610612749,"MIL","1630686_2021-22","No Role Available"
1629683,"Quinndary Weatherspoon",0.21,191,0.09,236,0.12,195,-0.04,310,-0.15,439,0.11,180,0.14,193,0.01,293,0.14,181,-0.37,425,0.09,227,-0.45,473,0.12,198,-0.07,375,0.2,117,0.01,263,-0.3,444,0.31,173,"2021-22",1610612744,"GSW","1629683_2021-22","No Role Available"
1630176,"Vernon Carey Jr.",-0.08,338,-0.07,359,-0.02,292,-0.38,490,-0.17,448,-0.21,454,0.18,179,0.05,237,0.13,191,0.18,215,-0.11,377,0.29,161,-0.18,437,-0.1,401,-0.08,384,-0.7,484,-0.43,472,-0.28,408,"2021-22",1610612766,"CHA","1630176_2021-22","No Role Available"
1630181,"R.J. Hampton",-2.4,602,-0.46,511,-1.94,605,-1.77,605,-0.73,591,-1.04,601,-0.44,507,-0.03,315,-0.41,522,-1.5,590,0.33,120,-1.83,604,-0.21,455,-0.19,470,-0.02,316,-3.19,604,-1.1,571,-2.09,604,"2021-22",1610612753,"ORL","1630181_2021-22","No Role Available"
1630182,"Josh Green",-0.13,364,0.27,155,-0.4,487,0.13,199,0.27,117,-0.14,408,-0.34,483,-0.21,454,-0.13,398,0.48,139,0.15,198,0.33,149,0.28,121,0.54,30,-0.26,524,0.1,226,0.74,83,-0.65,509,"2021-22",1610612742,"DAL","1630182_2021-22","No Role Available"
1630692,"Jordan Goodwin",-0.08,336,-0.03,337,-0.05,317,-0.08,338,-0.02,320,-0.06,346,0.01,299,-0.03,322,0.04,260,-0.07,318,-0.03,326,-0.04,329,0.01,291,0.01,279,0.01,301,-0.16,346,-0.07,327,-0.1,324,"2021-22",1610612764,"WAS","1630692_2021-22","No Role Available"
1630693,"Jaime Echenique",0.01,287,0.01,296,0.01,280,0.01,288,0.02,259,-0.04,318,0.03,272,-0.02,310,0.05,246,0.01,275,0.02,290,0.01,296,0.03,260,0.02,262,0.01,274,-0.02,275,0.02,264,-0.04,294,"2021-22",1610612764,"WAS","1630693_2021-22","No Role Available"
1630688,"Ish Wainright",0.45,142,0.26,161,0.19,163,0.01,275,0.08,209,-0.08,362,-0.69,556,-1.03,599,0.34,103,1.22,48,0.58,61,0.63,84,-0.07,359,-0.11,405,0.04,241,0.05,245,0.09,217,-0.04,296,"2021-22",1610612756,"PHX","1630688_2021-22","No Role Available"
1630695,"Micah Potter",-0.37,439,-0.05,349,-0.32,460,-0.19,403,-0.03,334,-0.16,429,-0.17,414,-0.08,365,-0.09,371,-0.21,382,0.03,278,-0.24,419,-0.13,401,-0.02,324,-0.11,410,-0.52,452,-0.11,359,-0.4,447,"2021-22",1610612765,"DET","1630695_2021-22","No Role Available"
1628972,"Troy Brown Jr.",0.12,214,0.31,136,-0.19,411,0.23,164,-0.38,526,0.61,42,0.58,59,0.68,34,-0.1,374,1.03,63,0.88,29,0.15,213,-0.88,592,-0.34,538,-0.53,586,-0.09,323,-0.43,473,0.34,161,"2021-22",1610612741,"CHI","1628972_2021-22","No Role Available"
1628973,"Jalen Brunson",0.98,60,-0.16,412,1.14,31,0.7,58,0.25,121,0.45,72,0.38,122,0.2,161,0.18,164,-1.22,563,-0.36,485,-0.86,550,0.58,45,-0.04,335,0.62,19,1.44,60,0.25,164,1.19,46,"2021-22",1610612742,"DAL","1628973_2021-22","No Role Available"
1628975,"Jevon Carter",-0.59,500,-0.4,495,-0.19,412,-0.36,484,0.08,213,-0.44,544,0.15,190,-0.1,385,0.25,129,0.22,200,0.5,79,-0.28,428,-0.16,425,-0.62,593,0.46,39,-0.77,495,-0.42,469,-0.34,423,"2021-22",1610612751,"BKN","1628975_2021-22","No Role Available"
1628976,"Wendell Carter Jr.",0.75,95,1.11,13,-0.35,470,0.5,96,0.62,33,-0.12,397,0.81,30,0.28,124,0.52,56,0.09,243,0.43,98,-0.34,441,-0.33,495,0.3,93,-0.62,599,0.73,123,1.43,20,-0.69,516,"2021-22",1610612753,"ORL","1628976_2021-22","No Role Available"
1628977,"Hamidou Diallo",-1,550,0.23,174,-1.23,595,-0.9,575,-0.17,447,-0.73,589,-0.2,436,-0.38,523,0.18,159,-0.16,364,-0.05,336,-0.11,361,0.8,20,0.72,14,0.08,189,-0.97,516,0.17,185,-1.14,564,"2021-22",1610612765,"DET","1628977_2021-22","No Role Available"
