playerId,playerName,LA_RAPM,LA_RAPM_Rank,LA_RAPM__Def,LA_RAPM__Def_Rank,LA_RAPM__Off,LA_RAPM__Off_Rank,RA_EFG,RA_EFG_Rank,RA_EFG__Def,RA_EFG__Def_Rank,RA_EFG__Off,RA_EFG__Off_Rank,RA_FTR,RA_FTR_Rank,RA_FTR__Def,RA_FTR__Def_Rank,RA_FTR__Off,RA_FTR__Off_Rank,RA_ORBD,RA_ORBD_Rank,RA_ORBD__Def,RA_ORBD__Def_Rank,RA_ORBD__Off,RA_ORBD__Off_Rank,RA_TOV,RA_TOV_Rank,RA_TOV__Def,RA_TOV__Def_Rank,RA_TOV__Off,RA_TOV__Off_Rank,RAPM,RAPM_Rank,RAPM__Def,RAPM__Def_Rank,RAPM__Off,RAPM__Off_Rank,season,teamId,teamName,primaryKey,playerRole
1628978,"Donte DiVincenzo",-0.98,548,-0.46,509,-0.52,506,-0.77,563,-0.4,531,-0.37,527,-0.03,336,-0.42,534,0.38,90,-1.17,558,-0.74,573,-0.43,464,0.04,244,0.14,154,-0.1,403,-1.24,543,-0.56,493,-0.68,514,"2021-22",1610612749,"MIL","1628978_2021-22","No Role Available"
1628981,"Bruno Fernando",-0.1,349,0.01,303,-0.1,366,-0.11,352,0.07,223,-0.18,442,-0.68,553,-0.79,592,0.11,198,0.31,176,0.2,177,0.11,223,-0.45,537,-0.25,491,-0.2,480,-0.61,465,-0.21,413,-0.4,444,"2021-22",1610612738,"BOS","1628981_2021-22","No Role Available"
1628983,"Shai Gilgeous-Alexander",0.98,62,0.01,287,0.97,49,-0.39,494,-0.35,515,-0.04,325,0.87,23,0.23,145,0.64,37,-0.31,410,0.31,129,-0.61,513,0.34,101,-0.3,517,0.64,14,-0.12,332,-0.58,499,0.45,141,"2021-22",1610612760,"OKC","1628983_2021-22","No Role Available"
1629650,"Moses Brown",0.19,197,0.2,184,0.01,284,-0.26,430,0.06,226,-0.32,503,0.17,185,-0.19,447,0.36,95,0.83,90,0.64,54,0.19,196,-0.25,476,-0.2,471,-0.05,356,-0.75,490,-0.17,399,-0.58,494,"2021-22",1610612742,"DAL","1629650_2021-22","No Role Available"
1630227,"Daishen Nix",-0.13,362,-0.03,336,-0.1,357,-0.04,312,-0.1,397,0.05,222,-0.08,368,-0.25,471,0.16,169,0.12,236,-0.07,356,0.19,198,-0.18,432,0.21,126,-0.38,563,-0.4,415,0.03,262,-0.42,450,"2021-22",1610612745,"HOU","1630227_2021-22","No Role Available"
1628984,"Devonte Graham",0.76,93,-0.1,387,0.86,60,-0.26,432,-0.13,425,-0.12,398,0.65,45,0.21,152,0.44,81,-0.73,498,-0.27,451,-0.45,471,0.17,176,-0.26,504,0.43,48,0.07,235,-0.52,487,0.59,117,"2021-22",1610612740,"NOP","1628984_2021-22","No Role Available"
1629103,"Kelan Martin",-0.49,476,-0.58,529,0.09,209,-0.14,377,0.11,193,-0.25,473,-0.9,577,-0.32,504,-0.58,573,-0.25,396,-0.43,505,0.18,203,-0.13,402,-0.17,454,0.04,244,-0.47,439,-0.05,315,-0.43,451,"2021-22",1610612754,"IND","1629103_2021-22","No Role Available"
1629651,"Nic Claxton",-0.26,405,-0.21,432,-0.05,324,0.15,196,0.18,148,-0.02,305,-0.09,375,-0.12,400,0.03,273,-0.59,474,-0.47,514,-0.12,373,-0.45,540,-0.1,397,-0.35,556,-0.22,364,0.15,196,-0.37,434,"2021-22",1610612751,"BKN","1629651_2021-22","No Role Available"
1630228,"Jonathan Kuminga",-0.81,538,-0.63,543,-0.18,403,0.38,130,0.06,231,0.32,98,0.01,313,-0.15,418,0.14,185,-0.54,462,0.3,132,-0.83,548,-0.45,542,-0.21,473,-0.25,510,-0.19,358,-0.14,373,-0.05,304,"2021-22",1610612744,"GSW","1630228_2021-22","No Role Available"
201571,"D.J. Augustin",-1.7,587,-1.41,602,-0.29,450,-0.76,560,-0.61,573,-0.15,423,0.34,132,-0.28,486,0.62,40,-0.06,316,-0.34,479,0.28,163,-0.89,594,-0.34,534,-0.55,589,-2.21,588,-1.55,599,-0.67,512,"2021-22",1610612745,"HOU","201571_2021-22","No Role Available"
201937,"Ricky Rubio",0.46,139,0.74,49,-0.28,447,0.46,109,0.72,20,-0.26,481,0.63,50,0.42,75,0.21,148,0.89,82,0.48,84,0.41,119,0.47,67,0.6,24,-0.13,426,2.09,23,2.09,3,0.01,259,"2021-22",1610612739,"CLE","201937_2021-22","No Role Available"
1630230,"Naji Marshall",0.2,194,0.16,205,0.04,237,-0.48,510,-0.17,449,-0.31,501,0.55,64,0.41,78,0.14,182,1.22,47,0.17,190,1.05,36,0.22,149,0.37,68,-0.15,443,-0.45,433,0.01,284,-0.45,458,"2021-22",1610612740,"NOP","1630230_2021-22","No Role Available"
1626163,"Frank Kaminsky",-0.11,352,0.42,103,-0.53,507,0.17,190,0.29,108,-0.13,405,0.06,244,0.47,66,-0.4,519,-1.18,560,-0.27,446,-0.91,561,0.28,123,0.27,100,0.01,284,0.28,189,0.72,88,-0.44,455,"2021-22",1610612756,"PHX","1626163_2021-22","No Role Available"
201949,"James Johnson",-0.49,474,-0.64,545,0.15,179,0.22,165,0.56,40,-0.34,516,-1.19,600,-1.34,605,0.15,177,-0.63,482,-0.73,570,0.1,231,0.16,181,0.08,196,0.09,185,-0.24,370,0.21,171,-0.45,462,"2021-22",1610612751,"BKN","201949_2021-22","No Role Available"
1627846,"Abdel Nader",-0.38,443,0.26,159,-0.64,532,0.02,261,0.11,194,-0.09,374,-0.19,428,0.01,277,-0.2,439,0.47,141,0.43,99,0.04,273,-0.3,488,0.12,171,-0.41,572,-0.17,350,0.39,132,-0.56,488,"2021-22",1610612756,"PHX","1627846_2021-22","No Role Available"
1627854,"Bryn Forbes",0.26,180,0.2,182,0.06,222,0.14,197,-0.06,363,0.19,147,-0.79,569,-0.6,569,-0.19,432,0.41,151,0.41,103,0.01,292,-0.28,486,0.01,268,-0.29,536,0.04,252,-0.13,372,0.17,201,"2021-22",1610612759,"SAS","1627854_2021-22","No Role Available"
1627885,"Shaquille Harrison",-0.04,315,0.06,254,-0.1,359,0.03,249,-0.02,313,0.05,225,0.01,309,0.07,223,-0.08,363,-0.05,310,0.02,282,-0.07,343,-0.08,362,0.06,218,-0.14,432,-0.05,298,0.02,265,-0.07,314,"2021-22",1610612751,"BKN","1627885_2021-22","No Role Available"
1627936,"Alex Caruso",1.12,51,0.89,29,0.23,151,0.22,166,0.53,50,-0.31,499,0.48,86,-0.11,388,0.59,44,0.33,168,0.46,90,-0.12,372,0.88,11,0.77,9,0.11,173,1.36,68,1.36,24,0.01,264,"2021-22",1610612741,"CHI","1627936_2021-22","No Role Available"
1628378,"Donovan Mitchell",0.34,167,-0.69,552,1.03,43,0.79,45,-0.38,527,1.17,7,0.2,173,0.09,205,0.1,204,-0.53,459,-0.25,439,-0.28,427,0.1,207,-0.14,436,0.24,96,1.11,90,-0.84,551,1.95,12,"2021-22",1610612762,"UTA","1628378_2021-22","No Role Available"
1628379,"Luke Kennard",0.74,96,0.67,57,0.06,221,1.33,15,0.75,18,0.59,44,-0.65,549,-0.16,423,-0.49,545,-0.05,309,0.06,246,-0.11,366,-0.16,426,-0.1,403,-0.06,360,1.58,53,1,53,0.58,118,"2021-22",1610612746,"LAC","1628379_2021-22","No Role Available"
1628381,"John Collins",0.34,166,0.37,118,-0.04,309,0.46,111,0.35,91,0.11,183,0.58,60,0.7,28,-0.12,396,-0.27,402,0.15,200,-0.42,460,-0.48,551,-0.4,556,-0.08,383,-0.02,277,0.12,205,-0.14,350,"2021-22",1610612737,"ATL","1628381_2021-22","No Role Available"
202954,"Brad Wanamaker",0.05,247,0.24,170,-0.19,408,-0.37,488,-0.15,433,-0.23,464,-0.08,370,0.02,260,-0.11,385,0.22,198,0.02,281,0.2,194,0.13,197,0.1,183,0.02,261,-0.49,444,-0.1,354,-0.39,439,"2021-22",1610612754,"IND","202954_2021-22","No Role Available"
203076,"Anthony Davis",-0.03,312,0.63,62,-0.67,535,0.06,231,0.12,181,-0.06,350,0.43,101,0.32,107,0.11,200,0.13,229,1.01,19,-0.88,555,0.19,166,0.65,19,-0.47,578,-0.08,315,1.15,36,-1.23,575,"2021-22",1610612747,"LAL","203076_2021-22","No Role Available"
203081,"Damian Lillard",1.21,42,0.18,194,1.02,44,-0.24,423,-0.47,549,0.23,128,0.8,31,0.32,113,0.49,65,1.49,34,1.1,14,0.38,130,0.03,259,-0.11,413,0.14,149,0.51,149,-0.27,437,0.78,91,"2021-22",1610612757,"POR","203081_2021-22","No Role Available"
203085,"Austin Rivers",-0.32,425,-0.99,583,0.66,78,0.73,55,0.12,178,0.61,40,-0.2,433,-0.78,591,0.58,46,0.06,257,-0.51,524,0.57,99,-0.42,530,-0.18,462,-0.24,507,0.59,136,-0.17,396,0.76,93,"2021-22",1610612743,"DEN","203085_2021-22","No Role Available"
1626156,"DAngelo Russell",-0.23,394,-1.05,586,0.82,64,0.67,60,-0.02,316,0.69,32,-0.68,555,-0.1,382,-0.58,572,-0.47,446,-0.63,552,0.16,207,0.12,199,0.19,131,-0.07,371,1.08,92,-0.06,325,1.14,48,"2021-22",1610612750,"MIN","1626156_2021-22","No Role Available"
1626157,"Karl-Anthony Towns",1.05,55,-0.58,528,1.63,6,0.59,79,-0.13,420,0.72,29,1.58,5,0.2,162,1.38,4,-0.03,295,-0.14,393,0.11,224,-0.04,329,-0.35,540,0.31,72,1.64,47,-0.37,456,2.01,9,"2021-22",1610612750,"MIN","1626157_2021-22","No Role Available"
1628476,"Derrick Walton Jr.",0.2,195,0.22,175,-0.02,299,0.01,279,0.15,165,-0.16,425,0.09,230,-0.1,386,0.19,152,0.7,106,0.13,209,0.57,97,0.1,210,0.24,117,-0.14,433,0.18,205,0.3,154,-0.12,340,"2021-22",1610612765,"DET","1628476_2021-22","No Role Available"
1628537,"Jaylen Morris",0.06,242,0.05,261,0.01,255,0.01,274,0.01,278,0.01,281,0.04,262,0.01,299,0.05,248,0.09,248,0.14,204,-0.05,332,0.06,228,0.02,253,0.04,239,0.07,236,0.07,226,0.01,268,"2021-22",1610612759,"SAS","1628537_2021-22","No Role Available"
1630525,"David Johnson",0.01,289,0.01,308,0.01,272,0.01,284,0.01,282,0.01,293,0.01,302,0.01,301,0.01,288,0.01,280,0.01,309,0.01,285,0.01,288,-0.02,311,0.01,272,-0.03,285,0.01,285,-0.03,287,"2021-22",1610612761,"TOR","1630525_2021-22","No Role Available"
101108,"Chris Paul",1.6,22,0.38,114,1.22,22,1.11,22,0.81,14,0.29,110,0.39,115,0.57,47,-0.17,425,-1.07,542,-0.03,325,-1.04,577,0.84,13,0.09,190,0.74,7,2.4,14,1.65,11,0.75,95,"2021-22",1610612756,"PHX","101108_2021-22","No Role Available"
1628539,"Mychal Mulder",-0.28,411,-0.07,368,-0.21,421,-0.5,514,-0.13,419,-0.37,528,0.1,224,0.34,105,-0.24,459,-0.4,434,0.06,259,-0.46,476,0.17,177,-0.11,411,0.28,79,-0.55,456,-0.18,402,-0.37,432,"2021-22",1610612753,"ORL","1628539_2021-22","No Role Available"
203115,"Will Barton",-0.37,438,-0.16,416,-0.2,415,-0.13,374,-0.16,442,0.03,236,-0.43,503,0.47,67,-0.89,601,-0.46,445,0.24,156,-0.69,529,-0.22,464,-0.04,334,-0.19,474,-0.36,404,0.17,187,-0.53,476,"2021-22",1610612743,"DEN","203115_2021-22","No Role Available"
203473,"Dewayne Dedmon",-0.39,448,-0.38,493,0.01,283,0.26,158,0.15,167,0.11,179,-0.28,466,-0.14,407,-0.14,406,0.82,91,0.1,221,0.72,72,-0.07,355,0.16,150,-0.23,496,0.26,193,0.27,162,0.01,276,"2021-22",1610612748,"MIA","203473_2021-22","No Role Available"
1630547,"James Bouknight",-0.24,395,-0.33,484,0.1,204,-0.66,550,-0.35,518,-0.3,498,0.25,155,-0.44,542,0.69,28,-0.33,416,-0.79,578,0.46,114,-0.03,323,0.05,224,-0.08,390,-1.01,519,-0.78,542,-0.23,393,"2021-22",1610612766,"CHA","1630547_2021-22","No Role Available"
1628991,"Jaren Jackson Jr.",1.77,14,1.05,18,0.73,73,0.47,105,0.74,19,-0.27,482,0.08,232,-0.18,439,0.27,120,0.73,101,0.02,291,0.71,75,0.74,24,0.16,148,0.58,21,2.2,21,1.28,27,0.92,69,"2021-22",1610612763,"MEM","1628991_2021-22","No Role Available"
1630582,"Yves Pons",-0.42,459,-0.34,485,-0.09,353,-0.13,373,0.08,210,-0.21,456,0.02,283,-0.09,374,0.11,199,-0.04,306,-0.27,447,0.23,181,-0.25,474,-0.12,422,-0.12,423,-0.42,426,-0.03,308,-0.39,441,"2021-22",1610612763,"MEM","1630582_2021-22","No Role Available"
1630184,"Kira Lewis Jr.",-0.91,543,0.01,294,-0.91,566,-0.32,463,0.09,203,-0.41,541,-1.04,590,-0.26,479,-0.77,591,-0.23,389,-0.23,429,0.01,293,-0.46,543,-0.24,488,-0.22,493,-1.18,534,-0.09,347,-1.1,562,"2021-22",1610612740,"NOP","1630184_2021-22","No Role Available"
1630193,"Immanuel Quickley",1.67,20,0.55,77,1.12,35,1.44,11,1.07,2,0.37,90,0.12,206,-0.52,555,0.65,35,0.99,68,0.52,77,0.47,111,0.52,56,-0.11,407,0.63,16,2.85,9,1.46,17,1.39,31,"2021-22",1610612752,"NYK","1630193_2021-22","No Role Available"
1628966,"Keita Bates-Diop",0.06,246,0.42,104,-0.36,472,0.47,107,0.65,32,-0.18,444,0.39,116,0.42,76,-0.03,324,0.96,73,0.25,152,0.71,76,-0.4,521,-0.22,481,-0.18,463,0.74,122,1.13,38,-0.39,442,"2021-22",1610612759,"SAS","1628966_2021-22","No Role Available"
202684,"Tristan Thompson",0.4,150,-0.42,498,0.82,63,-0.54,526,-0.66,582,0.12,175,1.22,8,0.43,72,0.79,18,1.65,24,0.48,87,1.17,25,0.47,71,0.01,299,0.47,37,0.06,240,-0.75,535,0.81,83,"2021-22",1610612758,"SAC","202684_2021-22","No Role Available"
1627756,"Denzel Valentine",-0.34,430,0.03,273,-0.37,476,-0.03,301,-0.03,329,0.01,271,-1.26,602,-0.73,588,-0.53,556,0.26,185,0.36,115,-0.1,358,0.08,222,-0.04,337,0.12,170,-0.13,335,0.04,253,-0.17,366,"2021-22",1610612739,"CLE","1627756_2021-22","No Role Available"
1627759,"Jaylen Brown",1.13,50,0.81,38,0.32,133,1.48,10,1,4,0.48,67,-0.18,422,0.09,207,-0.27,474,-0.41,436,-0.23,431,-0.18,397,-0.02,309,0.01,305,0.01,308,2.27,18,1.73,8,0.55,127,"2021-22",1610612738,"BOS","1627759_2021-22","No Role Available"
202689,"Kemba Walker",-0.85,540,0.14,216,-0.99,577,-0.87,571,-0.57,567,-0.3,494,-0.28,465,0.4,81,-0.68,581,-0.85,518,0.03,276,-0.88,554,-0.14,410,0.04,233,-0.18,471,-1.66,574,-0.71,529,-0.95,551,"2021-22",1610612752,"NYK","202689_2021-22","No Role Available"
1628432,"Davon Reed",0.04,255,0.01,298,0.03,239,-0.21,409,-0.05,350,-0.16,426,-0.03,334,-0.5,554,0.47,71,0.28,182,0.54,72,-0.26,424,-0.02,316,-0.11,406,0.08,187,-0.29,383,-0.32,447,0.03,244,"2021-22",1610612743,"DEN","1628432_2021-22","No Role Available"
1628436,"Luke Kornet",0.26,181,0.07,246,0.19,164,0.18,180,0.03,255,0.15,159,-0.12,389,0.14,186,-0.26,467,0.7,105,0.24,155,0.46,112,-0.06,353,-0.14,439,0.08,190,0.35,178,0.02,270,0.33,163,"2021-22",1610612739,"CLE","1628436_2021-22","No Role Available"
1628449,"Chris Boucher",1.26,37,0.29,144,0.97,50,0.8,43,0.88,9,-0.07,356,0.2,170,-0.43,537,0.63,38,0.92,78,-0.74,572,1.66,10,0.29,117,0.29,95,0.01,295,1.94,28,1.39,22,0.55,125,"2021-22",1610612761,"TOR","1628449_2021-22","No Role Available"
1628464,"Daniel Theis",-0.67,512,0.38,115,-1.04,582,0.38,129,0.47,56,-0.09,371,0.31,139,-0.04,328,0.35,97,0.37,159,0.27,146,0.1,230,-0.91,596,-0.12,414,-0.8,603,-0.17,351,0.74,85,-0.91,545,"2021-22",1610612745,"HOU","1628464_2021-22","No Role Available"
1629718,"Charlie Brown Jr.",-0.04,319,0.16,202,-0.21,420,-0.2,405,0.12,179,-0.32,502,-0.5,523,-0.34,509,-0.15,415,0.55,130,0.07,245,0.49,105,-0.13,400,-0.02,318,-0.11,413,-0.33,394,0.17,188,-0.5,473,"2021-22",1610612742,"DAL","1629718_2021-22","No Role Available"
1629723,"John Konchar",1.5,28,0.41,110,1.09,39,-0.3,457,0.19,144,-0.5,550,-0.07,361,-0.57,564,0.51,60,1.96,15,-0.02,314,1.97,6,0.7,30,0.54,31,0.16,132,0.5,150,0.56,110,-0.06,305,"2021-22",1610612763,"MEM","1629723_2021-22","No Role Available"
1629726,"Garrison Mathews",-0.27,406,-0.91,577,0.65,82,-0.45,503,-0.93,602,0.48,66,-0.19,427,-0.76,590,0.57,48,-0.87,520,-0.41,499,-0.46,480,0.64,34,0.52,36,0.12,166,-0.72,487,-1.71,604,0.99,59,"2021-22",1610612745,"HOU","1629726_2021-22","No Role Available"
1628404,"Josh Hart",-0.72,521,0.01,301,-0.72,547,-0.36,483,-0.12,416,-0.24,471,0.49,85,0.11,197,0.38,91,0.99,67,0.91,25,0.08,246,-0.65,581,-0.32,522,-0.33,547,-0.82,500,-0.21,414,-0.6,499,"2021-22",1610612740,"NOP","1628404_2021-22","No Role Available"
1628408,"P.J. Dozier",-0.28,410,0.16,208,-0.43,493,-0.61,542,0.01,284,-0.61,571,0.11,215,0.27,131,-0.15,414,0.01,277,-0.07,351,0.07,252,0.03,262,0.16,151,-0.13,429,-1.12,529,0.06,236,-1.17,570,"2021-22",1610612743,"DEN","1628408_2021-22","No Role Available"
1628411,"Wes Iwundu",-0.34,429,-0.33,482,0.01,275,-0.14,379,-0.11,405,-0.03,317,0.29,146,0.07,221,0.21,147,0.19,209,0.07,240,0.12,219,0.06,236,-0.11,412,0.17,128,0.05,244,-0.15,390,0.21,193,"2021-22",1610612737,"ATL","1628411_2021-22","No Role Available"
1628415,"Dillon Brooks",1.17,45,0.71,51,0.45,111,0.12,202,0.08,207,0.04,230,0.01,315,-0.18,436,0.17,168,0.93,77,0.47,88,0.47,110,1.16,5,0.7,15,0.46,42,1.76,37,0.76,82,1,58,"2021-22",1610612763,"MEM","1628415_2021-22","No Role Available"
1628419,"Cameron Oliver",-0.21,392,-0.24,445,0.02,249,0.02,258,-0.11,411,0.13,172,-0.23,442,-0.22,457,0.01,309,0.15,223,0.17,193,-0.02,314,0.02,271,-0.07,377,0.09,181,0.04,249,-0.19,403,0.23,187,"2021-22",1610612737,"ATL","1628419_2021-22","No Role Available"
1628420,"Monte Morris",0.8,82,-0.37,489,1.17,28,0.65,65,0.02,268,0.63,38,0.51,72,0.64,42,-0.12,395,-0.04,307,0.65,52,-0.69,527,-0.05,346,-0.53,577,0.48,36,1.59,50,0.31,151,1.28,37,"2021-22",1610612743,"DEN","1628420_2021-22","No Role Available"
1628422,"Damyean Dotson",0.09,230,-0.05,350,0.15,180,0.06,233,0.01,293,0.06,212,0.07,236,0.01,284,0.07,224,0.14,225,0.14,202,0.01,287,-0.03,318,-0.04,347,0.02,267,0.09,229,-0.02,296,0.11,216,"2021-22",1610612752,"NYK","1628422_2021-22","No Role Available"
1628425,"Sterling Brown",-0.17,381,0.21,179,-0.38,479,-0.14,381,0.24,127,-0.38,533,0.37,123,-0.03,320,0.41,84,0.12,230,0.43,101,-0.3,431,-0.21,453,-0.07,378,-0.13,428,-0.09,322,0.54,114,-0.63,503,"2021-22",1610612742,"DAL","1628425_2021-22","No Role Available"
1628989,"Kevin Huerter",0.69,109,0.05,263,0.64,87,0.83,39,0.3,106,0.53,56,-0.85,571,-0.15,414,-0.7,583,0.02,272,0.22,168,-0.2,409,0.03,261,-0.46,566,0.48,35,1.26,79,0.03,263,1.24,43,"2021-22",1610612737,"ATL","1628989_2021-22","No Role Available"
1628990,"Chandler Hutchison",0.01,297,0.01,293,-0.02,295,0.09,216,0.07,217,0.02,253,0.05,254,0.06,230,0.01,306,0.22,199,-0.03,327,0.25,173,-0.02,306,0.02,263,-0.03,334,0.18,207,0.16,192,0.01,253,"2021-22",1610612756,"PHX","1628990_2021-22","No Role Available"
1629645,"Kevin Porter Jr.",-1.76,589,-0.61,536,-1.15,589,0.64,68,0.34,94,0.3,107,-0.56,535,-0.19,443,-0.37,509,0.26,186,0.15,197,0.11,227,-0.89,593,-0.4,555,-0.48,580,-0.04,288,0.12,208,-0.15,357,"2021-22",1610612745,"HOU","1629645_2021-22","No Role Available"
1629646,"Charles Bassey",0.09,232,0.17,199,-0.08,347,-0.19,399,0.05,232,-0.24,472,-0.17,418,0.02,264,-0.19,435,0.01,286,-0.14,399,0.13,216,-0.17,427,-0.05,351,-0.12,415,-0.49,443,-0.04,310,-0.45,461,"2021-22",1610612755,"PHI","1629646_2021-22","No Role Available"
1628995,"Kevin Knox II",-0.29,413,-0.3,472,0.01,256,-0.51,516,-0.18,452,-0.33,510,0.21,166,-0.04,334,0.26,125,-0.62,478,-0.62,547,0.01,286,-0.11,385,-0.14,444,0.04,246,-1.09,527,-0.61,504,-0.48,467,"2021-22",1610612752,"NYK","1628995_2021-22","No Role Available"
1628997,"Caleb Martin",0.01,283,0.2,185,-0.2,414,0.84,37,0.08,211,0.76,26,0.3,141,0.5,58,-0.21,444,-0.9,527,-0.98,589,0.08,247,0.82,15,0.84,7,-0.02,323,1.72,41,0.74,84,0.98,62,"2021-22",1610612748,"MIA","1628997_2021-22","No Role Available"
1629676,"Isaiah Roby",-1.26,573,-0.46,510,-0.8,555,-0.27,438,-0.3,499,0.03,240,0.09,229,-0.11,391,0.2,150,-0.9,524,-0.12,383,-0.78,539,-0.19,444,0.06,215,-0.25,518,-1.25,548,-0.61,505,-0.64,508,"2021-22",1610612760,"OKC","1629676_2021-22","No Role Available"
1629680,"Matisse Thybulle",0.68,111,0.43,101,0.25,148,0.01,271,0.29,110,-0.29,488,0.15,191,-0.17,428,0.32,108,-0.74,501,-0.64,555,-0.1,356,1.41,2,1.17,1,0.24,97,1.33,70,1.38,23,-0.04,297,"2021-22",1610612755,"PHI","1629680_2021-22","No Role Available"
1629681,"Killian Tillie",0.16,207,0.08,242,0.08,213,-0.21,412,-0.07,371,-0.14,415,-0.75,564,-0.41,533,-0.34,500,0.32,171,-0.02,321,0.34,143,0.14,192,0.3,91,-0.17,459,-0.32,391,0.12,206,-0.45,460,"2021-22",1610612763,"MEM","1629681_2021-22","No Role Available"
1630580,"Joe Wieskamp",0.31,170,0.11,227,0.2,161,-0.32,464,0.07,225,-0.39,536,0.17,182,-0.18,438,0.36,96,0.37,158,0.28,139,0.09,239,0.24,137,-0.13,429,0.37,63,-0.02,279,0.13,203,-0.16,359,"2021-22",1610612759,"SAS","1630580_2021-22","No Role Available"
202691,"Klay Thompson",0.58,125,0.37,120,0.21,158,0.11,207,0.02,260,0.08,203,-0.55,532,-0.15,413,-0.4,517,-1.3,572,-0.66,560,-0.64,518,-0.23,467,-0.17,455,-0.06,362,-0.24,371,-0.28,440,0.04,240,"2021-22",1610612744,"GSW","202691_2021-22","No Role Available"
202692,"Alec Burks",0.03,264,-0.25,454,0.28,139,0.19,174,0.41,73,-0.22,460,0.85,26,-0.35,514,1.2,5,1.71,22,0.76,40,0.95,46,0.47,68,0.26,109,0.21,112,1.58,52,0.86,69,0.72,97,"2021-22",1610612752,"NYK","202692_2021-22","No Role Available"
202693,"Markieff Morris",-0.31,418,-0.16,411,-0.15,391,-0.13,367,-0.22,470,0.09,193,-0.23,445,0.14,182,-0.37,512,1.05,62,0.58,62,0.47,109,-0.43,532,-0.28,507,-0.15,452,-0.14,336,-0.26,433,0.12,210,"2021-22",1610612748,"MIA","202693_2021-22","No Role Available"
202696,"Nikola Vucevic",-0.04,314,0.42,102,-0.46,495,-0.33,467,-0.24,474,-0.09,372,0.22,163,0.72,26,-0.5,551,-0.79,508,0.81,36,-1.6,602,-0.05,338,-0.33,526,0.28,81,-0.67,480,-0.31,446,-0.36,431,"2021-22",1610612741,"CHI","202696_2021-22","No Role Available"
202722,"Davis Bertans",0.21,192,0.07,249,0.14,181,0.35,136,0.39,79,-0.04,328,-0.21,438,-0.25,474,0.04,257,-0.67,489,-0.06,348,-0.6,510,0.55,48,0.03,246,0.52,27,0.35,176,0.13,201,0.22,191,"2021-22",1610612764,"WAS","202722_2021-22","No Role Available"
1629052,"Oshae Brissett",-0.2,390,-0.57,526,0.36,124,-0.67,552,-0.81,598,0.14,170,0.49,82,0.03,256,0.46,74,0.7,108,-0.4,498,1.1,31,-0.22,462,0.04,236,-0.26,523,-1.06,524,-1.51,596,0.45,138,"2021-22",1610612754,"IND","1629052_2021-22","No Role Available"
1629632,"Coby White",0.44,145,-0.74,558,1.18,27,0.51,95,-0.07,378,0.58,45,-0.36,486,-0.41,532,0.05,249,-0.65,486,0.22,161,-0.87,553,-0.05,342,-0.6,592,0.55,24,0.31,184,-0.95,562,1.27,40,"2021-22",1610612741,"CHI","1629632_2021-22","No Role Available"
202083,"Wesley Matthews",0.69,107,0.04,267,0.65,81,0.49,100,0.53,49,-0.04,329,0.74,37,-0.23,461,0.97,8,-0.02,294,0.06,250,-0.09,349,0.47,72,-0.16,452,0.62,17,1.72,40,0.74,86,0.98,61,"2021-22",1610612749,"MIL","202083_2021-22","No Role Available"
202324,"Derrick Favors",0.14,210,0.84,35,-0.7,544,-0.36,482,0.27,116,-0.63,575,-0.04,348,0.73,25,-0.77,590,1.96,14,1.61,2,0.36,136,-0.39,519,-0.37,545,-0.02,320,-0.57,458,0.66,96,-1.23,576,"2021-22",1610612760,"OKC","202324_2021-22","No Role Available"
202685,"Jonas Valanciunas",0.82,79,0.74,46,0.07,216,0.37,132,0.21,140,0.17,156,0.39,119,0.85,13,-0.47,536,2.14,11,1.09,15,1.05,37,-0.44,533,-0.18,460,-0.26,521,0.93,101,0.59,105,0.34,162,"2021-22",1610612740,"NOP","202685_2021-22","No Role Available"
202687,"Bismack Biyombo",1.08,54,0.7,52,0.37,122,-0.02,298,-0.03,340,0.01,261,-0.2,432,-0.34,508,0.14,184,0.89,83,0.8,37,0.09,240,0.43,75,0.17,142,0.26,86,0.4,166,0.16,191,0.24,185,"2021-22",1610612756,"PHX","202687_2021-22","No Role Available"
202688,"Brandon Knight",-0.15,369,-0.06,355,-0.09,351,-0.08,342,0.05,237,-0.13,402,-0.18,424,-0.27,483,0.09,211,-0.25,393,-0.17,406,-0.07,342,-0.13,399,0.01,288,-0.13,425,-0.3,384,-0.07,336,-0.22,389,"2021-22",1610612742,"DAL","202688_2021-22","No Role Available"
203145,"Kent Bazemore",-0.2,387,0.79,42,-0.99,576,-0.59,536,-0.05,354,-0.54,556,-0.35,484,0.14,179,-0.49,546,-1.32,575,-0.7,567,-0.62,514,0.62,37,0.77,10,-0.15,441,-0.93,511,0.35,141,-1.28,580,"2021-22",1610612747,"LAL","203145_2021-22","No Role Available"
203200,"Justin Holiday",-0.32,422,0.18,196,-0.49,501,-0.27,442,-0.47,547,0.19,144,-0.36,487,0.37,96,-0.73,585,-0.13,354,0.48,85,-0.61,512,0.04,246,-0.14,445,0.18,123,-0.9,510,-0.65,515,-0.25,402,"2021-22",1610612754,"IND","203200_2021-22","No Role Available"
